id,eternal,year,program__id,program__eternal,program__activity_code,program__name_en,program__name_fr,cr__id,cr__eternal,cr__cr_code,department__id,department__eternal,department__tbs_dept_code,department__name_en,department__name_fr,planned_spending_1,planned_spending_1_rev,planned_spending_1_special,planned_spending_2,planned_spending_2_rev,planned_spending_2_special,planned_spending_3,planned_spending_3_rev,planned_spending_3_special,actual_spending,planned_FTE_1,planned_FTE_2,planned_FTE_3,actual_FTE,document__document,document__year,program__is_midyear
28578,5995,2022,3774,1305,BNM11,Regional Innovation Ecosystem,Écosystème d'innovation régional,1037,123,BNM00,873,150,FEDSO,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l’Ontario,162297535,,,96781329,,,62596404,,,,64,54,48,61,drr_resources,2022,0
28579,5996,2022,3775,1306,BNM12,Community Economic Development and Diversification,Développement économique et diversification des collectivités,1037,123,BNM00,873,150,FEDSO,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l’Ontario,340372839,,,45191917,,,35575557,,,,78,65,58,86,drr_resources,2022,0
28580,6721,2022,4564,693,ISS00,Internal Services,Services internes,849,124,ISS00,873,150,FEDSO,Federal Economic Development Agency for Southern Ontario,Agence fédérale de développement économique pour le Sud de l’Ontario,14982386,,,12544536,,,12425872,,,,95,80,71,122,drr_resources,2022,0
28585,6268,2022,3640,1016,BNZ01,Payments pursuant to the Judges Act,Paiements en application de la Loi sur les juges,801,127,BNZ00,751,240,FJA,Office of the Commissioner for Federal Judicial Affairs,Commissariat à la magistrature fédérale,694015808,,,719315411,,,745269853,,,,0,0,0,0,drr_resources,2022,0
28586,6269,2022,3641,391,BNZ02,Federal Judicial Affairs,Commissariat à la magistrature fédérale,801,127,BNZ00,751,240,FJA,Office of the Commissioner for Federal Judicial Affairs,Commissariat à la magistrature fédérale,11511508,,,10511508,,,10511508,,,,49.5,49.5,49.5,47.5,drr_resources,2022,0
28587,6270,2022,3642,150,BNZ03,Canadian Judicial Council,Conseil canadien de la magistrature,801,127,BNZ00,751,240,FJA,Office of the Commissioner for Federal Judicial Affairs,Commissariat à la magistrature fédérale,4800599,,,2800599,,,2800599,,,,11,11,11,9,drr_resources,2022,0
28588,6738,2022,4553,711,ISS00,Internal Services,Services internes,802,128,ISS00,751,240,FJA,Office of the Commissioner for Federal Judicial Affairs,Commissariat à la magistrature fédérale,726800,,,726800,,,726800,,,,5.5,5.5,5.5,5.5,drr_resources,2022,0
28589,7268,2023,6642,1589,BUT02,"Research, Policy and Education","Recherche, politique et éducation",1192,120,BUT00,704,151,FCAC,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,11381160.96,,,12172409.71,,,13009179.04,,,,46,46,46,,dp_resources,2023,0
28590,7810,2023,6643,1224,BUT01,Supervision and Enforcement,Surveillance et mise en application,1192,120,BUT00,704,151,FCAC,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,15525238.34,,,16197087.45,,,16703950.89,,,,85,85,85,,dp_resources,2023,0
28591,8016,2023,4608,1407,ISS00,Internal Services,Services internes,122,122,ISS00,704,151,FCAC,Financial Consumer Agency of Canada,Agence de la consommation en matière financière du Canada,37316752.7,,,40689476.47,,,44011776.7,,,,124,128,128,,dp_resources,2023,0
28592,7110,2022,6362,1549,BYL03,Community Economic Development and Diversification,Développement et diversification économiques des collectivités,1163,360,BYL00,885,561,FEDNO,Federal Economic Development Agency for Northern Ontario,Agence fédérale de développement économique pour le Nord de l’Ontario,122657021,,,54714797,,,45513200,,,,87,77,76,51,drr_resources,2022,0
28593,7109,2022,6361,1548,BYL01,Business Development,Développement des affaires,1163,360,BYL00,885,561,FEDNO,Federal Economic Development Agency for Northern Ontario,Agence fédérale de développement économique pour le Nord de l’Ontario,0,,,0,,,0,,,,0,0,0,0,drr_resources,2022,0
28594,7111,2022,6363,1550,BYL02,Regional Innovation Ecosystem,Écosystème régional de l’innovation,1163,360,BYL00,885,561,FEDNO,Federal Economic Development Agency for Northern Ontario,Agence fédérale de développement économique pour le Nord de l’Ontario,0,,,0,,,0,,,,0,0,0,0,drr_resources,2022,0
28595,7127,2022,6382,1562,ISS00,Internal Services,Services internes,1165,362,ISS00,885,561,FEDNO,Federal Economic Development Agency for Northern Ontario,Agence fédérale de développement économique pour le Nord de l’Ontario,1165877,,,2819094,,,2830948,,,,15,15,15,38,drr_resources,2022,0
28596,6098,2022,5036,1118,BGC01,Refugee Protection Decisions,Décisions relatives à la protection des réfugiés,978,175,BGC00,844,174,IRB,Immigration and Refugee Board,Commission de l’immigration et du statut de réfugié,137339047,,,77300638,,,47050638,,,,974,489,428,1189,drr_resources,2022,0
28597,6099,2022,5044,1117,BGC02,Refugee Appeal Decisions,Décisions relatives aux appels des réfugiés,978,175,BGC00,844,174,IRB,Immigration and Refugee Board,Commission de l’immigration et du statut de réfugié,50710704,,,28705578,,,23705578,,,,397,220,161,288,drr_resources,2022,0
28598,6100,2022,4079,50,BGC03,Admissibility and Detention Decisions,Décisions relatives aux enquêtes et à la détention,978,175,BGC00,844,174,IRB,Immigration and Refugee Board,Commission de l’immigration et du statut de réfugié,14531466,,,14367849,,,14367849,,,,117,117,117,129,drr_resources,2022,0
28599,6101,2022,4080,560,BGC04,Immigration Appeal Decisions,Décisions relatives aux appels en matière d'immigration,978,175,BGC00,844,174,IRB,Immigration and Refugee Board,Commission de l’immigration et du statut de réfugié,20978054,,,20978054,,,20978054,,,,167,167,167,112,drr_resources,2022,0
28600,6723,2022,4542,696,ISS00,Internal Services,Services internes,921,176,ISS00,844,174,IRB,Immigration and Refugee Board,Commission de l’immigration et du statut de réfugié,58918476,,,35456557,,,33456557,,,,458,300,281,451,drr_resources,2022,0
28601,6083,2022,3611,765,BEG01,Judicial Services,Services judiciaires,792,13,BEG00,783,118,CAS,Courts Administration Service,Service administratif des tribunaux judiciaires,31956637,,,27230743,,,27241491,,,,195,187,187,188,drr_resources,2022,0
28602,6084,2022,3612,1123,BEG02,Registry Services,Services de greffe,792,13,BEG00,783,118,CAS,Courts Administration Service,Service administratif des tribunaux judiciaires,29159950,,,28279063,,,28290422,,,,346,342,342,352,drr_resources,2022,0
28603,6085,2022,3613,325,BEG03,E-Courts,Tribunaux électroniques,792,13,BEG00,783,118,CAS,Courts Administration Service,Service administratif des tribunaux judiciaires,2120854,,,1427867,,,1428628,,,,5,0,0,2,drr_resources,2022,0
28604,6086,2022,3614,1166,BEG04,Security,Sécurité,792,13,BEG00,783,118,CAS,Courts Administration Service,Service administratif des tribunaux judiciaires,9867985,,,9515550,,,9518911,,,,32,32,32,33,drr_resources,2022,0
28605,6632,2022,4161,1003,BWQ01,Oversee and regulate the planning and construction of the Canadian portion of the Alaska Highway Natural Gas Pipeline Project,Surveiller et réglementer la planification et la construction de la partie canadienne du projet de gazoduc de la route de l'Alaska,939,224,BWQ00,782,235,NPA,Northern Pipeline Agency,Administration du pipe-line du Nord,572250,,,1305630,,,1305630,,,,4,4,4,1,drr_resources,2022,0
28606,7118,2022,6368,1554,BYM02,Business Growth,Croissance des entreprises,1159,361,BYM00,912,140,WDO,Department of Western Economic Diversification,Ministère de la Diversification de l'économie de l'Ouest canadien,79127900,,,55307980,,,38833383,,,,69,61,58,62,drr_resources,2022,0
28607,7119,2022,6369,1555,BYM03,Business Services,Services aux entreprises,1159,361,BYM00,912,140,WDO,Department of Western Economic Diversification,Ministère de la Diversification de l'économie de l'Ouest canadien,30147952,,,33651021,,,33150675,,,,42,42,42,43,drr_resources,2022,0
28608,7120,2022,6370,1556,BYM04,Community Initiatives,Initiatives communautaires,1159,361,BYM00,912,140,WDO,Department of Western Economic Diversification,Ministère de la Diversification de l'économie de l'Ouest canadien,190577754,,,61348038,,,32119525,,,,46,40,38,50,drr_resources,2022,0
28609,7121,2022,6371,1557,BYM01,Innovation,Innovation,1159,361,BYM00,912,140,WDO,Department of Western Economic Diversification,Ministère de la Diversification de l'économie de l'Ouest canadien,108590334,,,73864097,,,62627370,,,,102,89,84,108,drr_resources,2022,0
28610,6719,2022,4545,691,ISS00,Internal Services,Services internes,962,330,ISS00,912,140,WDO,Department of Western Economic Diversification,Ministère de la Diversification de l'économie de l'Ouest canadien,15024743,,,13410507,,,12769131,,,,115,103,98,109,drr_resources,2022,0
28611,6431,2022,4402,1266,BUF04,Traveller Facilitation and Compliance,Facilitation de la circulation et conformité des voyageurs,958,22,BUF00,717,26,CBSA,Canada Border Services Agency,Agence des services frontaliers du Canada,633009633,,,649427184,,,654268414,,,,5804,5920,6041,4764,drr_resources,2022,0
28612,6968,2022,4325,613,ISS07,Information Technology Services,Services de la technologie de l'information,960,24,ISS00,717,26,CBSA,Canada Border Services Agency,Agence des services frontaliers du Canada,148689080,,,149335910,,,144229736,,,,394,392,390,684,drr_resources,2022,0
28613,6102,2022,3708,1278,BGD01,Visitors,Visiteurs,838,59,BGD00,861,123,CI,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,142258675,,,143027485,,,138117219,,,,749,721,688,898,drr_resources,2022,0
28614,6103,2022,3709,751,BGD02,International Students,Étudiants étrangers,838,59,BGD00,861,123,CI,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,38806007,,,37736853,,,34888278,,,,238,242,213,541,drr_resources,2022,0
28616,6105,2022,3711,387,BGE01,Federal Economic Immigration,Immigration économique fédérale,839,60,BGE00,861,123,CI,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,85369106,,,84200068,,,80128588,,,,733,747,713,846,drr_resources,2022,0
28617,6106,2022,5909,1059,BGE02,Regional Economic Immigration,Immigration économique régionale,839,60,BGE00,861,123,CI,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,44791160,,,43937096,,,42078071,,,,382,392,357,547,drr_resources,2022,0
28618,6107,2022,3713,382,BGE03,Family Reunification,Regroupement familial,839,60,BGE00,861,123,CI,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,78733385,,,77072676,,,72586137,,,,712,716,672,928,drr_resources,2022,0
28619,6108,2022,3714,555,BGE04,Humanitarian/Compassionate and Discretionary Immigration,Immigration pour considérations d'ordre humanitaire et discrétionnaire,839,60,BGE00,861,123,CI,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,23361933,,,23334284,,,22540590,,,,266,268,259,253,drr_resources,2022,0
28620,6109,2022,3715,1119,BGE05,Refugee Resettlement,Réinstallation des réfugiés,839,60,BGE00,861,123,CI,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,369822131,,,228397519,,,227589914,,,,461,344,317,586,drr_resources,2022,0
28622,6111,2022,4388,1184,BGE07,Settlement,Établissement,839,60,BGE00,861,123,CI,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,1766765156,,,1762049690,,,1765736077,,,,415,402,408,472,drr_resources,2022,0
28623,6104,2022,3710,1241,BGD03,Temporary Workers,Travailleurs temporaires,838,59,BGD00,861,123,CI,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,76086200,,,72061130,,,66854164,,,,491,458,407,700,drr_resources,2022,0
28625,6112,2022,3718,173,BGF01,Citizenship,Citoyenneté,840,61,BGF00,861,123,CI,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,82898310,,,83766936,,,84866443,,,,944,954,960,1102,drr_resources,2022,0
28626,6113,2022,3719,1011,BGF02,Passport,Passeports,840,61,BGF00,861,123,CI,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,109952279,,,40830119,,,-27054952,,,,872,898,835,960,drr_resources,2022,0
28627,6767,2022,3720,844,ISS01,Management and Oversight Services,Services de gestion et de surveillance,841,62,ISS00,861,123,CI,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,60892964,,,50182885,,,48351722,,,,518,477,462,540,drr_resources,2022,0
28628,6807,2022,3721,210,ISS02,Communications Services,Services de communication,841,62,ISS00,861,123,CI,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,31580596,,,26995345,,,22869021,,,,192,169,165,185,drr_resources,2022,0
28629,6828,2022,3722,789,ISS03,Legal Services,Services juridiques,841,62,ISS00,861,123,CI,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,31196146,,,28599465,,,26488979,,,,90,82,66,91,drr_resources,2022,0
28630,6868,2022,3723,525,ISS04,Human Resources Management Services,Services de gestion des ressources humaines,841,62,ISS00,861,123,CI,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,43393989,,,41077560,,,39596824,,,,281,318,284,453,drr_resources,2022,0
28631,6890,2022,3724,414,ISS05,Financial Management Services,Services de gestion financière,841,62,ISS00,861,123,CI,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,37311035,,,35778703,,,35141981,,,,335,323,318,365,drr_resources,2022,0
28632,6915,2022,3725,586,ISS06,Information Management Services,Services de gestion de l'information,841,62,ISS00,861,123,CI,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,10841889,,,8411165,,,8009725,,,,81,67,65,99,drr_resources,2022,0
28633,6962,2022,3726,621,ISS07,Information Technology Services,Services de la technologie de l'information,841,62,ISS00,861,123,CI,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,123683737,,,81144937,,,87152163,,,,521,386,377,670,drr_resources,2022,0
28634,6995,2022,3727,1084,ISS08,Real Property Management Services,Services de gestion des biens immobiliers,841,62,ISS00,861,123,CI,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,21873547,,,17844541,,,16857581,,,,67,63,63,62,drr_resources,2022,0
28635,7029,2022,3728,893,ISS09,Materiel Management Services,Services de gestion du matériel,841,62,ISS00,861,123,CI,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,1633547,,,1642030,,,1631867,,,,13,13,13,10,drr_resources,2022,0
28636,7057,2022,3729,16,ISS0Z,Acquisition Management Services,Services de gestion des acquisitions,841,62,ISS00,861,123,CI,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,3821604,,,1927190,,,1832655,,,,20,18,17,16,drr_resources,2022,0
28637,6110,2022,5188,94,BGE06,Asylum,Asile,839,60,BGE00,861,123,CI,Department of Citizenship and Immigration,Ministère de la Citoyenneté et de l'Immigration,722663204,,,163678150,,,145483441,,,,897,770,599,905,drr_resources,2022,0
28638,6699,2022,5400,1507,ISS00,Internal Services,Services internes,1065,352,ISS00,833,558,CASDO,Canadian Accessibility Standards Development Organization,Organisation canadienne d’élaboration de normes d’accessibilité,5736034,,,5651958,,,5625095,,,,18,18,18,22,drr_resources,2022,0
28639,6069,2022,5829,1505,BXZ01,Standards Development,Élaboration des normes,1097,351,BXZ00,833,558,CASDO,Canadian Accessibility Standards Development Organization,Organisation canadienne d’élaboration de normes d’accessibilité,11820706,,,11994575,,,12007970,,,,22,22,22,20,drr_resources,2022,0
28640,6070,2022,5843,1506,BXZ02,Outreach and Knowledge Application,Sensibilisation et application des connaissances,1097,351,BXZ00,833,558,CASDO,Canadian Accessibility Standards Development Organization,Organisation canadienne d’élaboration de normes d’accessibilité,3320706,,,3494575,,,3507971,,,,16,16,16,15,drr_resources,2022,0
28641,6199,2022,4282,238,BNL01,Community Development,Développement communautaire,954,85,BNL00,647,86,CNEDA,Canadian Northern Economic Development Agency,Agence canadienne de développement économique du Nord,20788152,,,18631591,,,14790003,,,,32,33,33,26,drr_resources,2022,0
28642,6200,2022,4283,119,BNL02,Business Development,Expansion des entreprises,954,85,BNL00,647,86,CNEDA,Canadian Northern Economic Development Agency,Agence canadienne de développement économique du Nord,60264868,,,42980888,,,22876796,,,,26,24,13,21,drr_resources,2022,0
28643,6201,2022,4284,1040,BNL03,Policy and Advocacy,Politiques et défense des intérêts,954,85,BNL00,647,86,CNEDA,Canadian Northern Economic Development Agency,Agence canadienne de développement économique du Nord,2619475,,,2524588,,,1711491,,,,21,20,16,19,drr_resources,2022,0
28644,6202,2022,4285,968,BNL04,Northern Projects Management,Gestion des projets nordiques,954,85,BNL00,647,86,CNEDA,Canadian Northern Economic Development Agency,Agence canadienne de développement économique du Nord,2460385,,,2371261,,,2371261,,,,15,14,14,14,drr_resources,2022,0
28645,6747,2022,4544,681,ISS00,Internal Services,Services internes,955,86,ISS00,647,86,CNEDA,Canadian Northern Economic Development Agency,Agence canadienne de développement économique du Nord,6718312,,,6718312,,,5978872,,,,34,31,28,32,drr_resources,2022,0
28646,6116,2022,4054,1057,BGH01,Protection of Official Languages Rights,Protection des droits liés aux langues officielles,913,242,BGH00,523,242,OCOL,Office of the Commissioner of Official Languages,Commissariat aux langues officielles,7773258,,,7819007,,,7819007,,,,64,64,64,63,drr_resources,2022,0
28647,6117,2022,4055,52,BGI01,Advancement of Official Languages,Avancement des langues officielles,989,243,BGI00,523,242,OCOL,Office of the Commissioner of Official Languages,Commissariat aux langues officielles,7329071,,,7372207,,,7372207,,,,57,57,57,52,drr_resources,2022,0
28648,6737,2022,4541,713,ISS00,Internal Services,Services internes,915,244,ISS00,523,242,OCOL,Office of the Commissioner of Official Languages,Commissariat aux langues officielles,7106978,,,7148806,,,7148806,,,,45,45,45,47,drr_resources,2022,0
28649,5957,2022,5935,1517,BGV03,"Assessment Administration, Conduct, and Monitoring","Administration, réalisation et surveillance de l’évaluation",1031,36,BGV00,646,63,CEAA,Impact Assessment Agency of Canada,Agence canadienne d’évaluation d’impact,60380875,,,14749455,,,14749455,,,,317,113,113,310,drr_resources,2022,0
28650,5958,2022,5936,1518,BGV04,Indigenous Relations and Engagement,Relations avec les Autochtones et participation des Autochtones,1031,36,BGV00,646,63,CEAA,Impact Assessment Agency of Canada,Agence canadienne d’évaluation d’impact,9608414,,,2347082,,,2347082,,,,42,15,15,37,drr_resources,2022,0
28651,7073,2022,4582,672,ISS20,Internal Services,Services internes,785,37,ISS20,646,63,CEAA,Impact Assessment Agency of Canada,Agence canadienne d’évaluation d’impact,10080828,,,2462480,,,2462480,,,,84,24,24,84,drr_resources,2022,0
28652,5848,2022,3340,748,BVB01,International Policy Coordination,Coordination des politiques internationales,751,105,BVB00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",37235765,,,37365702,,,37386415,,,,194,194,194,188,drr_resources,2022,0
28653,5851,2022,4406,947,BVB03,Multilateral Policy,Politiques multilatérales,751,105,BVB00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",464267037,,,464133150,,,464138991,,,,142,138,139,145,drr_resources,2022,0
28654,5854,2022,3342,745,BVB04,International Law,Droit international,751,105,BVB00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",23029659,,,23038512,,,23039791,,,,75,74,73,68,drr_resources,2022,0
28655,5857,2022,3343,311,BVB05,The Office of Protocol,Le Bureau du Protocole,751,105,BVB00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",43310063,,,43318444,,,43319667,,,,78,77,76,74,drr_resources,2022,0
28656,5860,2022,3344,373,BVB06,"Europe, Arctic, Middle East and Maghreb Policy & Diplomacy","Politique et diplomatie en Europe, dans l'Arctique, au Moyen-Orient et au Maghreb",751,105,BVB00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",62251605,,,62389876,,,62124137,,,,627,627,627,592,drr_resources,2022,0
28657,5862,2022,3345,71,BVB07,Americas Policy & Diplomacy,Politique et diplomatie pour les Amériques,751,105,BVB00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",85872078,,,85890791,,,85894110,,,,521,521,520,501,drr_resources,2022,0
28658,5864,2022,3346,88,BVB08,Asia Pacific Policy & Diplomacy,Politique et diplomatie en Asie-Pacifique,751,105,BVB00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",36179014,,,34568761,,,34571761,,,,348,348,348,346,drr_resources,2022,0
28659,5867,2022,3347,1220,BVB09,Sub-Saharan Africa Policy & Diplomacy,Politique et diplomatie en Afrique subsaharienne,751,105,BVB00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",9743461,,,9983921,,,10131086,,,,89,85,83,93,drr_resources,2022,0
28660,5870,2022,3348,468,BVB10,Geographic Coordination and Mission Support,Coordination géographique et appui aux missions,751,105,BVB00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",8425046,,,5259647,,,5261288,,,,43,32,32,41,drr_resources,2022,0
28661,5872,2022,5173,1496,BVB20,International Assistance Policy,Politique d'aide internationale,751,105,BVB00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",14009061,,,13984658,,,13987477,,,,110,110,110,100,drr_resources,2022,0
28662,5875,2022,5061,1313,BVB19,International Security Policy and Diplomacy,Politique de sécurité internationale et diplomatie,751,105,BVB00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",120238363,,,117283877,,,116340035,,,,263,263,263,299,drr_resources,2022,0
28663,5887,2022,3357,1252,BVC01,"Trade Policy, Agreements, Negotiations and Disputes","Politiques et négociations commerciales, accords et différends",752,106,BVC00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",63578711,,,42230515,,,42252090,,,,254,257,257,279,drr_resources,2022,0
28664,5889,2022,3358,1250,BVC02,Trade Controls,Réglementation commerciale,752,106,BVC00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",10974851,,,9126460,,,9123340,,,,130,130,130,77,drr_resources,2022,0
28665,5891,2022,3359,738,BVC03,International Business Development,Développement du commerce international,752,106,BVC00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",122297358,,,120820134,,,121343256,,,,440,440,440,430,drr_resources,2022,0
28666,5893,2022,3360,743,BVC04,International Innovation and Investment,Innovation et investissement international,752,106,BVC00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",45963694,,,46022293,,,44497840,,,,99,98,98,109,drr_resources,2022,0
28667,5895,2022,3361,374,BVC05,"Europe, Arctic, Middle East and Maghreb Trade","Commerce en Europe, dans l'Arctique, au Moyen-Orient et au Maghreb",752,106,BVC00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",35652716,,,34297276,,,34299254,,,,304,300,300,295,drr_resources,2022,0
28668,5897,2022,3362,72,BVC06,Americas Trade,Commerce dans les Amériques,752,106,BVC00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",43088220,,,43102295,,,43104812,,,,360,360,360,352,drr_resources,2022,0
28669,5899,2022,5565,89,BVC07,Asia Pacific Trade,Commerce en Asie-Pacifique,752,106,BVC00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",44800337,,,43332758,,,43339459,,,,423,423,423,420,drr_resources,2022,0
28670,5901,2022,3364,1221,BVC08,Sub-Saharan Africa Trade,Commerce en Afrique subsaharienne,752,106,BVC00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",8785065,,,8794380,,,8797074,,,,100,91,86,107,drr_resources,2022,0
28671,5903,2022,3365,737,BVD01,International Assistance Operations,Opérations d'aide internationale,753,107,BVD00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",4087586,,,4086698,,,4089345,,,,40,40,40,32,drr_resources,2022,0
28672,5904,2022,6292,1491,BVD14,"Office of Human Rights, Freedom and Inclusion (OHRFI) Programming","Programmation du Bureau des droits de la personne, des libertés et de l’inclusion (BDPLI)",753,107,BVD00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",10819714,,,10809604,,,10808815,,,,7,7,7,7,drr_resources,2022,0
28673,5906,2022,3366,554,BVD02,Humanitarian Assistance,Aide humanitaire,753,107,BVD00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",586250340,,,586249743,,,586249642,,,,12,13,13,11,drr_resources,2022,0
28674,5908,2022,5567,1008,BVD03,Partnerships for Development Innovation,Partenariats pour innovation dans le développement,753,107,BVD00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",407611383,,,426388097,,,426427380,,,,154,154,154,134,drr_resources,2022,0
28675,5910,2022,5566,946,BVD04,Multilateral International Assistance,Aide internationale multilatérale,753,107,BVD00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",1761081312,,,1753450933,,,1851183324,,,,123,127,129,114,drr_resources,2022,0
28676,5912,2022,4971,1018,BVD05,Peace and Stabilization Operations,Stabilisation et opérations de paix,753,107,BVD00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",148112264,,,148346046,,,143357893,,,,93,93,93,94,drr_resources,2022,0
28677,5914,2022,4407,75,BVD06,Anti-Crime and Counter-Terrorism Capacity Building,Programmes visant à renforcer les capacités de lutte contre la criminalité et le terrorisme,753,107,BVD00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",50086085,,,41236011,,,41236778,,,,22,22,22,25,drr_resources,2022,0
28678,5916,2022,4972,1280,BVD07,Weapons Threat Reduction,Réduction des menaces d'armes,753,107,BVD00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",71302853,,,71396344,,,71398999,,,,24,24,24,25,drr_resources,2022,0
28679,5918,2022,3372,133,BVD08,Canada Fund for Local Initiatives,Fonds canadien d'initiatives locales,753,107,BVD00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",31481345,,,31483507,,,31483123,,,,8,6,6,7,drr_resources,2022,0
28680,5920,2022,3373,372,BVD09,"Europe, Arctic, Middle East and Maghreb International Assistance","Aide internationale en Europe, dans l'Arctique, au Moyen-Orient et au Maghreb",753,107,BVD00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",137123278,,,136962297,,,136823218,,,,87,87,87,78,drr_resources,2022,0
28681,5922,2022,3374,70,BVD10,Americas International Assistance,Aide internationale dans les Amériques,753,107,BVD00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",328000779,,,301783309,,,301853708,,,,121,121,120,120,drr_resources,2022,0
28682,5924,2022,3375,87,BVD11,Asia Pacific International Assistance,Aide internationale en Asie-Pacifique,753,107,BVD00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",348292367,,,348340964,,,285491512,,,,152,152,152,152,drr_resources,2022,0
28683,5926,2022,3376,1219,BVD12,Sub-Saharan Africa International Assistance,Aide internationale en Afrique subsaharienne,753,107,BVD00,895,126,EA,"Department of Foreign Affairs, Trade and Development","Ministère des Affaires étrangères, du Commerce et du Développement",760022027,,,781526366,,,781535622,,,,232,196,180,254,drr_resources,2022,0
